Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 17 - A sluggish memory.txt,"Morfin, Lord Voldemort",Anger,1.0,Dishonored us  she did  that little slut!
Chapter 17 - A sluggish memory.txt,"Albus Dumbledore, Tom Riddle",Surprise,0.2,Tom  Tom  if I knew I couldn't tell you.
Chapter 17 - A sluggish memory.txt,"Tom Riddle, Horace Slughorn",Gratitude,0.6,Thank you for the pineapple  by the way  you're quite right  it is my favorite.
Chapter 17 - A sluggish memory.txt,"Horace Slughorn, Tom Riddle",Fear,0.9,You'll go wrong  boy  mark my words.
Chapter 17 - A sluggish memory.txt,"Albus Dumbledore, Harry Potter",Surprise,0.6,"As you might have noticed "" said Dumbledore  reseating himself behind his desk  ""that memory has been tampered with."
Chapter 17 - A sluggish memory.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"Good night  sir."""
Chapter 17 - A sluggish memory.txt,"Albus Dumbledore, Phineas Nigellus",Envy,0.5,"I can't see why the boy should be able to do it better than you  Dumbledore."""
Chapter 17 - A sluggish memory.txt,"Albus Dumbledore, Phineas Nigellus",Friendship,1.0,I wouldn't expect you to  Phineas.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Happy,0.8,Ron thought that Harry was unlikely to have any trouble with Slughorn at all. 'He loves you ' he said over breakfast  waving an airy forkful of fried egg.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Hermione Granger",Anger,0.9,Hermione  can't you ��' 'No!' she said angrily  and stormed away  leaving Harry alone and ankle-deep in snow.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Surprise,0.6,"You sure the Prince hasn't got any tips?"" Ron muttered to Harry"
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ernie Macmillan",Friendship,0.5,Harry and Ron hastened to imitate him.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Hermione Granger",Envy,0.8,Hermione's expression could not have been any smugger; she had loathed being out-performed in every Potions class.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Friendship,0.5,More to avoid watching this irritating sight than any-thing else  Harry bent over the Half-Blood Prince's book and turned a few pages with unnecessary force.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Gratitude,0.9,Harry held out his hand  the bezoar sitting on his palm.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Fear,1.0,Hermione  who was sweaty-faced and had soot on her nose  looked livid.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Hermione Granger",Anger,1.0,Before either of them could express their fury that Harry had come top of the class by not doing any work  however  the bell rang.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Fear,0.5,Sir  I wondered what you know about ... about Horcruxes?
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Harry Potter",Fear,1.0,"Dumbledore put you up to this "" whispered Slughorn"
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Harry Potter",Suspicion,0.7,Professor Slughorn whispered to Harry that Dumbledore put him up to this.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley, Hermione Granger",Anger,0.8,It would've just looked stupid if we'd both done it!
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Anger,0.9,Look  1 had to try and soften him up so 1 could ask him about Voldemort  didn't I? Oh  will you get a grip!
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Anger,0.7,Did you? said Slughorn. Then you were wrong  weren't you? WRONG!
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Hermione Granger",Anger,0.7,It would've just looked stupid if we'd both done it!
Chapter 18 - Birthday Surprises.txt,"Hermione Granger, Harry Potter",Anger,0.6,I haven't found one single explanation of what Horcruxes do!
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Draco Malfoy",Disgust,0.9,I don't know how much longer  all right?
Chapter 18 - Birthday Surprises.txt,"Draco Malfoy, Crabbe",Anger,0.7,It's taking longer than I thought it would.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Draco Malfoy",Disgust,0.8,Look  it's none of your business what I'm doing  Crabbe  you and Goyle just do as you're told and keep a lookout!
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Draco Malfoy",Disgust,0.9,I tell my friends what I'm up to  if I want them to keep a lookout for me 
Chapter 18 - Birthday Surprises.txt,"Twycross, Susan",Surprise,1.0,"Susan Bones of Hufflepuff wobbling in her hoop with her left leg still standing five feet away where she had started. """
Chapter 18 - Birthday Surprises.txt,"Ernie, Dean",Laughter,1.0,Ernie Macmillan had done a kind of pirouet-ting leap into his hoop and looked momentarily thrilled  until he caught sight of Dean Thomas roaring with laughter at him. 
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Hermione Granger",Annoyance,0.8,don't you want to learn to Apparate?
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Happy,0.8,Cheers ' said Ron drowsily  and as he ripped off the paper Harry got out of bed  opened his own crunk and began rum-maging in it for the Marauder's Map  which he hid after every use.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Friendship,1.0,Want one? said Ron thickly  holding out a box of Chocolate Cauldrons.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Friendship,1.0,Thanks for ... you know ... understanding.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Disgust,0.8,"You can't stand what?"""
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Disgust,0.8,"Why does that stop you having breakfast?"""
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Surprise,0.9,"She definitely knows you exist. She keeps snogging you  doesn't she?"""
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Surprise,0.9,"Who are you talking about?"""
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Disgust,0.9,"OK ... say that again with a straight face."""
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Disgust,0.8,This is really funny and everything  but joke's over  all right? Drop it.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Friendship,0.8,Ron's fist was drawn right back  his face was contorted with rage; he was about to strike again.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Anger,1.0,What was that for?
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Gratitude,0.3,Let me go!
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Betrayal,1.0,They didn't fall off your bed  you prat  don't you understand? They were mine  I chucked them out of my trunk when I was looking for the map.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Surprise,0.8,Romilda? he repeated. 'Did you say Romilda? Harry - do you know her? Can you introduce me?
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Anger,0.9,Ron said impatiently  'Leave me alone  Harry's going to introduce me to Romilda Vane.'
Chapter 18 - Birthday Surprises.txt,"Lavender Brown, Ron Weasley",Disgust,0.7,And without another word to her  he pushed his way out of the portrait hole.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Lavender Brown",Amusement,0.7,"Harry tried to make an apologetic face to Lavender  but it might have turned out simply amused  because she looked more offended than ever as the Fat Lady swung shut behind them."""
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Horace Slughorn",Excitement,0.8,'Professor  I'm really sorry to disturb you ' said Harry as quietly as possible  while Ron stood on tiptoe  attempting to see past Slughorn into his room  'but my friend Ron's swallowed a love potion by mistake. You couldn't make him an antidote  could you?'
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Harry Potter",Amusement,0.8,'Td have thought you could have whipped him up a remedy  Harry  an expert potioneer like you?' asked Slughorn.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Excitement,0.9,Helpfully  Ron chose this moment to moan  'I can't see her. Harry - is he hiding her?'
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Friendship,1.0,That's good ' said Ron fervently. 'How do I look?'
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Ron Weasley",Gratitude,1.0,There you are  then ' said Slughorn  handing Harry and Ron a glass of mead each  before raising his own. 'Well  a very happy birthday  Ralph -'
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Friendship,1.0,This was the first time he had found himself almost alone with Slughorn since his disastrous first attempt to extract the true memory from him. Perhaps  if he could just keep Slughorn in a good mood ... perhaps if they got through enough of the oak-matured mead ...
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Fear,1.0,But Ron  who did not appear to be listening to the toast  had already thrown the mead into his mouth and swallowed it.
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Ron Weasley",Shock,1.0,'Ron!' Ron had dropped his glass; he half-rose from his chair and then crumpled  his extremities jerking uncontrollably. Foam was dribbling from his mouth and his eyes were bulging from their sockets.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Anger,1.0,'Professor! Do something!'
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Fear,1.0,Ron twitched and choked: his skin was turning blue.
Chapter 18 - Birthday Surprises.txt,"Horace Slughorn, Harry Potter",Shock,1.0,'What - but -' spluttered Slughorn.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Horace Slughorn",Urgency,1.0,Harry leapt over a low table and sprinted towards Slughorn's open potion kit  pulling out jars and pouches  while the terrible sound of Ron's gargling breath filled the room.
Chapter 18 - Birthday Surprises.txt,"Harry Potter, Ron Weasley",Fear,1.0,Then he found it - the shrivelled kidney-like stone Slughorn had taken from him in Potions. He hurtled back to Ron's side  wrenched open his jaw and thrust the bezoar into his mouth.
Chapter 18 - Birthday Surprises.txt,"Ron Weasley, Harry Potter",Gratitude,1.0,Ron gave a great shudder  a rattling gasp and his body became limp and still.
Chapter 6 - Draco's Detour.txt,"Harry Potter, Remus",Sad,0.8,"What's happened to him?"""
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Bill",Disgust,0.4,Yes  well  perhaps we should talk about something diff...
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Molly Weasley, Bill, Arthur Weasley, Ginny, Lupin",Fear,0.8,"Why?"" asked Ron  while Mrs. Weasley pointedly glared at Bill"
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Bill",Anger,0.9,Who knows? He must've upset them somehow. He was a good man  Florean.
Chapter 6 - Draco's Detour.txt,"Arthur Weasley, Ginny",Surprise,0.8,"Talking of Diagon Alley "" said Mr. Weasley  ""looks like Ollivander's gone too."
Chapter 6 - Draco's Detour.txt,Ginny,Fear,0.7,"The wandmaker?"" said Ginny  looking startled"
Chapter 6 - Draco's Detour.txt,"Arthur Weasley, Ginny, Lupin",Fear,0.7,That's the one. Shop's empty. No sign of a struggle. No one knows whether he left voluntarily or was kidnapped.
Chapter 6 - Draco's Detour.txt,"Ginny, Lupin",Fear,0.7,But wands �� what'll people do for wands?
Chapter 6 - Draco's Detour.txt,Lupin,Fear,0.5,"They'll make do with other makers "" said Lupin. ""But Ollivander was the best  and if the other side have got him it's not so good for us."
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Molly Weasley",Happy,0.9,"That gives you equal status with prefects!"" cried Hermione happily"
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley",Friendship,0.9,Harry  this is so cool  you're my Captain �� if you let me back on the team  I suppose  ha ha. . . .
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Ron Weasley",Anger,0.9,"Mum  d'you honestly think You-Know-Who's going to be hiding behind a bookshelf in Flourish and Blotts?"" sniggered Ron"
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Ron Weasley",Anger,0.9,"Fortescue and Ollivander went on holiday  did they?"" said Mrs. Weasley  firing up at once"
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Molly Weasley",Fear,0.8,"No  I wanna come  I want to see Fred and George's shop!"" said Ron hastily"
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Ron Weasley",Anger,0.9,"Then you just buck up your ideas  young man  before I decide you're too immature to come with us!"" said Mrs. Weasley angrily"
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Harry Potter",Gratitude,0.8,Thanks  Bill
Chapter 6 - Draco's Detour.txt,"Harry Potter, Hagrid",Happy,0.9,Harry grinned as he massaged his ribs.
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Arthur",Friendly,0.8,Lets get goin' then �� after yeh  Molly  Arthur ��
Chapter 6 - Draco's Detour.txt,"Tom Riddle, Hagrid",Disappointment,0.6,Jus' passin' through today  Tom  sure yeh understand  Hogwarts business  yeh know.
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Hagrid",Happy,0.7,Hagrid  do you think ��-
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Hermione Granger, Hagrid",Friendship,1.0,I'll stand guard outside  all right?
Chapter 6 - Draco's Detour.txt,"Molly Weasley, Hagrid",Fear,0.9,Don' fret  they'll be fine with me  Molly
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Hermione Granger, Madam Malkin",Surprise,0.8,Now  dear  your mother's quite right  none of us is supposed to go wandering around on our own anymore  it's nothing to do with being a child ��
Chapter 6 - Draco's Detour.txt,"Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger",Happy,0.6,"If you're wondering what the smell is  Mother  a Mudblood just walked in """
Chapter 6 - Draco's Detour.txt,"Narcissa Malfoy, Harry Potter, Ron Weasley, Hermione Granger",Anger,1.0,"Put those away "" she said coldly to Harry and Ron. ""If you at-tack my son again  I shall ensure that it is the last thing you ever do."""
